Rank,Name
1930,Shannon
1931,Shari
1932,Sharlene
1933,Sharon
1934,Sharron
1935,Shaun
1936,Shauna
1937,Shawn
1938,Shawn
1939,Shawna
1940,Shayne
1941,Sheena
1942,Sheila
1943,Shelby
1944,Shelby
1945,Sheldon
1946,Shelia
1947,Shelley
1948,Shelly
1949,Shelton
1950,Sheree
1951,Sheri
1952,Sherman
1953,Sherri
1954,Sherrie
1955,Sherry
1956,Sherwood
1957,Sheryl
1958,Shirley
1959,Shirley
1960,Shon
1961,Sid
1962,Sidney
1963,Silas
1964,Silvia
1965,Simon
1966,Simone
1967,Socorro
1968,Sofia
1969,Sol
1970,Solomon
1971,Son
1972,Sondra
1973,Sonia
1974,Sonja
1975,Sonny
1976,Sonya
1977,Sophia
1978,Sophie
1979,Spencer
1980,Stacey
1981,Stacey
1982,Staci
1983,Stacie
1984,Stacy
1985,Stacy
1986,Stan
1987,Stanford
1988,Stanley
1989,Stanton
1990,Stefan
1991,Stefanie
1992,Stella
1993,Stephan
1994,Stephanie
1995,Stephen
1996,Sterling
1997,Steve
1998,Steven
1999,Stevie
2000,Stewart
2001,Stuart
2002,Sue
2003,Summer
2004,Sung
2005,Susan
2006,Susana
2007,Susanna
2008,Susanne
2009,Susie
2010,Suzanne
2011,Suzette
2012,Sybil
2013,Sydney
2014,Sylvester
2015,Sylvia
2016,Tabatha
2017,Tabitha
2018,Tad
2019,Tamara
2020,Tameka
2021,Tamera
2022,Tami
2023,Tamika
2024,Tammi
2025,Tammie
2026,Tammy
2027,Tamra
2028,Tania
2029,Tanisha
2030,Tanner
2031,Tanya
2032,Tara
2033,Tasha
2034,Taylor
2035,Taylor
2036,Ted
2037,Teddy
2038,Teodoro
2039,Terence
2040,Teresa
2041,Teri
2042,Terra
2043,Terrance
2044,Terrell
2045,Terrence
2046,Terri
2047,Terrie
2048,Terry
2049,Terry
2050,Tessa
2051,Thad
2052,Thaddeus
2053,Thanh
2054,Thelma
2055,Theo
2056,Theodore
2057,Theresa
2058,Therese
2059,Theron
2060,Thomas
2061,Thurman
2062,Tia
2063,Tiffany
2064,Tim
2065,Timmy
2066,Timothy
2067,Tina
2068,Tisha
2069,Titus
2070,Tobias
2071,Toby
2072,Tod
2073,Todd
2074,Tom
2075,Tomas
2076,Tommie
2077,Tommie
2078,Tommy
2079,Toney
2080,Toni
2081,Tonia
2082,Tony
2083,Tonya
2084,Tory
2085,Tracey
2086,Tracey
2087,Traci
2088,Tracie
2089,Tracy
2090,Tracy
2091,Travis
2092,Trent
2093,Trenton
2094,Trevor
2095,Trey
2096,Tricia
2097,Trina
2098,Trinidad
2099,Trisha
2100,Tristan
2101,Troy
2102,Trudy
2103,Truman
2104,Tuan
2105,Twila
2106,Ty
2107,Tyler
2108,Tyree
2109,Tyrell
2110,Tyron
2111,Tyrone
2112,Tyson
2113,Ulysses
2114,Ursula
2115,Val
2116,Valarie
2117,Valentin
2118,Valentine
2119,Valeria
2120,Valerie
2121,Van
2122,Vance
2123,Vanessa
2124,Vaughn
2125,Velma
2126,Vera
2127,Vern
2128,Verna
2129,Vernon
2130,Veronica
2131,Vicente
2132,Vicki
2133,Vickie
2134,Vicky
2135,Victor
2136,Victoria
2137,Vilma
2138,Vince
2139,Vincent
2140,Vincenzo
2141,Viola
2142,Violet
2143,Virgie
2144,Virgil
2145,Virgilio
2146,Virginia
2147,Vito
2148,Vivian
2149,Von
2150,Vonda
2151,Wade
2152,Waldo
2153,Walker
2154,Wallace
2155,Wally
2156,Walter
2157,Walton
2158,Wanda
2159,Ward
2160,Warner
2161,Warren
2162,Waylon
2163,Wayne
2164,Weldon
2165,Wendell
2166,Wendi
2167,Wendy
2168,Werner
2169,Wes
2170,Wesley
2171,Weston
2172,Whitney
2173,Whitney
2174,Wilber
2175,Wilbert
2176,Wilbur
2177,Wilburn
2178,Wilda
2179,Wiley
2180,Wilford
2181,Wilfred
2182,Wilfredo
2183,Will
2184,Willa
2185,Willard
2186,William
2187,Williams
2188,Willian
2189,Willie
2190,Willie
2191,Willis
2192,Willy
2193,Wilma
2194,Wilmer
2195,Wilson
2196,Wilton
2197,Winford
2198,Winfred
2199,Winifred
2200,Winnie
2201,Winston
2202,Wm
2203,Woodrow
2204,Wyatt
2205,Xavier
2206,Yesenia
2207,Yolanda
2208,Yong
2209,Young
2210,Young
2211,Yvette
2212,Yvonne
2213,Zachariah
2214,Zachary
2215,Zachery
2216,Zack
2217,Zackary
2218,Zane
2219,Zelma
